Area ,Price,Bedrooms,Bathrooms
1310,728000,3,4
1630,710000,3,4
1440,700000,5,2
2830,680000,4,2
1180,630500,5,1
1920,625000,5,3
1600,618000,2,1
1650,610000,2,4
2240,590000,4,1
1440,567500,3,4
1020,561750,5,1
1220,556000,4,4
1500,550000,2,1
2060,550000,2,4
2620,535000,3,4
1460,530000,2,3
1840,530000,1,2
1520,522500,2,2
1760,500000,3,4
1460,495000,4,4
1020,495000,3,2
1060,493000,1,2
3110,485000,1,3
1830,470000,1,1
780,464050,1,1
1370,460000,5,4
1660,459000,2,2
860,458500,3,1
1360,450000,3,3
1060,435000,1,4
840,419000,4,3
1750,413000,2,1
1130,403250,3,1
2650,398651,3,3
1110,381800,5,1
1200,375000,5,3
2490,370000,1,1
1210,369000,1,2
1090,363500,4,4
2260,359950,3,1
1560,355000,3,4
1440,355000,3,2
710,345000,2,3
1160,345000,1,2
1230,343000,1,1
1240,340000,5,1
770,315000,2,1
1000,311300,5,4
670,310000,5,2
1120,310000,4,1
800,305000,2,1
1120,305000,5,3
1030,287000,4,4
1780,285000,4,1
2434,285000,3,4
1060,275000,2,2
840,275000,3,2
1580,272000,2,2
2100,270000,1,4
1584,261000,4,2
1610,249900,4,4
1130,246000,5,2
1690,242050,1,3
1040,240000,4,1
1100,240000,3,4
2240,238000,4,2
1270,235000,1,1
910,200000,2,1
1440,199000,1,4
950,193500,3,2
1020,154000,3,1
840,150000,4,2
4010,1740000,5,1
1560,1550000,1,1
3640,1460000,1,2
3590,1100000,5,3
4200,1080000,3,1
3280,1040000,1,2
1620,842000,2,4
1240,825000,4,4
2980,820000,4,3
1010,800000,5,2
1500,782000,2,3
3720,780000,4,3
2680,779950,3,4
2530,775000,2,3
2870,760369,4,3
1390,745000,4,3
1820,735000,5,3
1350,680000,3,3
2720,640000,3,4
2080,610000,2,3
2310,600000,1,1
1420,600000,1,2
2610,575000,2,4
1100,570000,3,1
2280,570000,1,1
1300,522500,5,1
1290,521450,2,4
3590,515000,5,1
1530,500000,1,4
1120,500000,1,1
1100,474000,2,2
1190,469000,2,2
1850,467000,1,4
1240,465000,2,1
2370,450000,1,2
1570,447450,2,2
1260,446800,2,1
1690,442500,3,4
2440,431000,4,4
1430,423500,2,4
1360,419500,3,1
1500,418000,4,4
1390,405000,5,3
1310,400000,5,2
2310,395000,1,3
1780,395000,3,1
1040,390000,3,4
1000,352500,1,4
2500,350000,5,2
2040,345000,2,2
1420,324450,5,2
1970,320000,2,2
1770,315000,1,3
1820,310000,4,4
1275,309600,4,3
1990,309000,2,4
1690,294950,3,4
1030,280000,2,1
1140,265000,4,3
1140,265000,1,4
2930,257000,4,4
1820,247000,3,4
910,245000,2,3
800,225000,4,2
1360,223000,4,4
1260,216000,4,4
1280,215000,5,2
1100,215000,4,4
1700,210000,4,1
1120,202500,5,3
1370,190000,1,3
1260,190000,4,3
770,175000,4,1
730,114000,1,4
2630,1850000,4,3
2240,1010000,3,4
2490,690000,4,4
1250,530000,4,4
2790,394000,3,4
1450,245000,2,1
2440,549950,4,1
1530,542500,5,4
1310,380000,3,3
1370,338500,5,1
5990,5110000,1,4
6090,3300000,2,1
2060,1280000,4,3
2060,1110000,2,1
2120,1000000,1,3
3830,955990,3,1
2430,908800,5,2
1190,900000,2,1
4370,897500,3,2
2820,897000,3,4
1540,850000,1,1
3430,813000,2,2
1830,780000,4,2
1690,778000,1,4
1220,765000,1,3
4040,765000,2,2
3010,724950,3,4
1300,700000,2,3
1240,670000,3,3
1680,655500,3,1
3420,640000,2,1
1610,630000,1,2
2520,610000,3,2
2620,597500,1,3
1430,574500,2,2
1490,570000,3,3
1540,562000,2,1
1620,555000,5,4
2550,543500,4,2
2620,539000,2,2
1880,530000,1,1
2900,527000,2,2
1250,511000,5,1
1390,500000,2,2
820,500000,4,3
2100,470000,4,2
1040,470000,3,1
1350,450000,1,2
2000,443950,3,1
1600,432000,4,1
1430,429950,5,4
3680,425000,4,4
800,420000,2,1
1940,420000,1,4
1300,415000,1,4
1100,414950,4,3
1040,411100,5,4
1260,410000,2,1
960,405000,5,3
1010,399950,2,4
1680,394000,5,1
2250,390000,1,1
1180,385000,4,4
1390,378000,4,2
1140,375000,4,4
1000,374950,4,4
1270,362500,1,1
2170,359800,1,2
1200,355000,4,4
1430,355000,2,1
1630,350000,3,4
1090,350000,5,2
2220,349990,5,1
2441,340000,1,1
2470,337000,4,4
1700,334950,1,1
1710,332544,4,2
1290,321000,4,3
2223,320000,3,1
1100,314000,2,3
1330,310000,1,2
1110,307000,4,3
1580,300000,5,2
1100,295000,1,2
1110,277000,3,4
1600,267500,1,1
750,260000,4,1
1480,250000,4,1
1510,250000,5,1
870,240000,5,4
570,230000,3,1
960,200000,4,3
470,192500,1,4
1200,190000,3,4
2630,1830000,3,4
4170,1450000,2,1
2130,1340000,4,2
1570,1210000,4,2
3180,1200000,1,2
4220,1170000,5,1
3580,1130000,5,2
1900,999000,4,3
4110,935000,1,3
3070,825000,1,1
2760,799500,3,4
2849,798000,5,4
1710,767250,4,1
1980,736000,3,1
1630,696500,1,2
1700,689000,1,4
3310,680000,5,3
1380,675000,3,1
3470,672500,1,1
1010,650000,4,4
2600,641000,2,2
1780,600000,4,1
1460,590000,5,2
1130,565000,1,1
1930,542000,2,3
1380,527500,4,3
3290,515000,1,1
2519,505000,1,2
950,500000,4,4
2680,499000,4,4
1770,495000,5,3
1000,495000,4,2
810,490000,4,3
1050,489000,2,1
1700,472500,3,1
1500,460000,3,4
1780,459000,2,2
850,455000,5,2
2580,449500,3,3
1360,445000,5,4
990,442000,2,4
1550,440000,1,4
1530,418000,5,1
2200,410000,4,3
1090,410000,2,2
1160,395000,3,1
1170,387000,5,4
2990,375000,2,3
2150,371000,2,4
1530,370000,5,1
1400,367000,4,4
660,366000,5,4
1290,346500,5,3
2180,339995,2,4
830,320000,5,2
930,315000,3,4
890,314963,3,3
2150,300499,4,4
770,290000,5,4
1090,289950,1,4
1150,287000,5,1
1260,280000,2,3
1410,275000,2,3
1550,267500,3,4
1210,266500,2,2
1820,265000,5,4
1660,263000,2,4
1770,255500,2,1
1410,250000,2,2
1280,249000,5,1
1910,247200,1,3
1020,240000,5,3
1140,234550,4,3
1100,229900,3,1
1800,225000,5,1
1460,225000,1,2
1370,225000,3,1
1070,222000,2,2
1120,216180,2,4
1580,213550,3,1
1390,206600,5,4
1210,200000,1,2
1040,198400,1,4
1140,195000,4,2
1280,187000,2,2
1130,182200,1,4
1150,180000,3,1
840,130000,1,4
480,119900,5,2
670,118000,4,1
2180,1500000,3,4
3450,1400000,3,2
1850,1380000,3,4
2160,1250000,2,2
1480,1160000,5,3
2430,1060000,3,3
3400,970000,5,4
2550,970000,5,4
3170,910000,3,2
2450,850000,1,1
2100,845000,2,4
1560,840000,5,4
2000,830000,3,1
2040,825000,3,4
3620,825000,2,1
2780,775000,3,2
3020,755000,3,3
2250,730000,4,2
2420,700000,1,4
2320,685000,1,3
1810,677500,3,4
1930,650000,1,2
2220,625000,2,2
1180,610000,2,2
1180,601000,1,3
1600,575000,2,2
1380,571000,2,4
1490,570000,4,4
3420,570000,2,4
1440,560000,5,1
1390,550000,1,4
1280,525000,2,1
920,490000,5,4
2580,481000,1,2
1130,458950,2,3
1450,458000,2,3
2230,449000,5,3
1980,449000,5,4
860,442000,3,2
1290,440000,3,1
2060,439000,5,4
960,420000,4,2
2670,408000,2,3
1470,400000,3,3
1890,398000,3,2
710,395000,2,3
1410,383000,3,4
1610,380000,3,1
1270,379950,5,4
2160,360000,5,2
2050,360000,2,1
1660,360000,5,4
760,352000,1,4
2550,340000,4,3
2588,335000,5,3
1000,320000,3,4
1180,317000,2,2
2190,310000,2,3
1180,310000,5,2
1640,303100,2,4
1750,302000,2,4
2090,299500,5,4
900,295000,5,1
1160,294950,4,2
1160,294950,4,2
1358,280000,1,4
1560,270000,5,4
1720,265000,5,2
1290,265000,1,4
1030,260000,1,2
1640,242000,5,2
1070,241000,2,2
1070,239300,2,3
1500,235000,4,4
1240,229950,3,3
880,221000,3,2
1240,215000,5,1
770,205000,5,2
780,200000,2,1
940,163500,1,4
2890,1560000,1,3
4150,1180000,2,4
1580,1160000,1,4
3430,960000,1,1
3720,899000,4,3
1770,898000,3,2
3850,820000,1,1
2540,800000,4,1
2130,790000,2,4
1910,788000,3,2
3690,780000,2,2
2690,775000,2,1
2020,744000,4,3
2770,675000,2,3
1250,664000,5,1
2770,650000,3,3
1340,621000,4,4
990,620000,2,1
1630,574800,1,2
1260,570000,2,3
1360,560000,3,1
1740,539000,3,1
1840,521000,2,2
2030,520000,1,1
2180,515700,3,3
1440,515000,5,1
2990,510000,4,1
1450,497000,4,4
1650,485000,2,1
2250,476500,5,2
1320,467000,3,1
850,447000,4,1
1240,436000,2,4
870,435000,2,1
1040,423000,2,1
1560,422500,4,2
1680,412500,4,4
1150,410500,3,1
1270,402500,4,1
1980,399950,4,3
3004,398000,1,1
1620,385000,5,3
2120,385000,3,3
1330,385000,2,1
2430,384200,5,3
1000,379000,2,1
1300,378950,2,4
2643,376950,4,1
1060,372000,4,1
830,350000,5,1
1980,335000,4,1
1620,327000,5,3
1660,315000,4,3
1100,315000,5,2
1670,310000,1,2
1590,310000,3,4
1800,300000,4,4
1730,300000,5,2
2070,289950,5,1
1680,286000,4,4
1850,280017,5,3
790,248000,4,3
1240,240000,3,1
1030,234000,1,4
790,230000,3,1
940,219950,3,3
1160,210000,1,2
1690,207000,1,3
970,204995,1,1
1660,201000,1,1
1200,178500,1,4
1720,169000,3,3
1120,166000,2,3
1280,165000,4,2
1530,164000,5,3
2460,1380000,2,4
2070,1130000,2,3
3570,942500,3,2
3640,936000,5,2
2340,880000,5,4
2010,775000,2,2
3500,775000,4,1
1990,725000,4,1
1730,713414,4,4
1620,675000,5,4
1710,675000,3,3
2620,650000,4,4
1494,650000,1,1
2780,645000,4,1
1120,640000,1,1
1920,590000,5,4
3090,567500,3,1
2160,565000,5,3
1380,565000,5,2
2850,540000,5,2
1060,538000,4,2
1550,525000,5,3
780,525000,4,4
1840,509000,5,3
1550,502000,5,1
1140,475000,3,3
2870,472000,3,2
1020,465000,5,2
1410,450000,5,1
1260,445000,3,1
1600,440500,3,3
1100,420000,1,1
2830,405600,4,3
1430,405000,1,1
1340,397000,1,4
2080,385000,1,3
880,384000,1,3
1210,372500,5,2
1210,360000,1,1
840,360000,2,4
1210,355000,5,1
1820,330000,5,3
1380,320000,4,3
780,315000,5,4
1440,286900,5,4
1210,279950,2,1
1960,269950,3,4
1200,257000,5,3
1500,255950,2,4
1640,250000,2,2
1370,239000,3,2
900,239000,2,3
1270,237000,4,2
680,230000,2,3
710,230000,3,4
1230,195500,5,2
1180,193000,3,1
1010,160000,1,1
990,490000,1,3
1740,450000,3,4
1190,390000,4,3
1750,312000,3,1
790,159075,3,3
3290,810000,5,1
1620,755000,1,3
2557,594950,2,2
860,390000,4,2
3350,2200000,5,2
2500,1700000,2,4
1420,1100000,1,2
1810,1050000,3,1
4240,1050000,5,1
4270,997950,5,2
4230,935000,3,2
3420,925000,3,2
2360,901000,3,4
3040,840000,2,2
1910,830000,5,4
1760,720000,2,2
1670,715000,2,1
1370,685000,2,4
1020,667500,4,2
1560,650000,4,2
1670,630000,4,2
1420,622200,5,2
1900,620000,4,2
1660,610000,3,3
1550,605000,5,1
2090,600000,2,1
1650,600000,2,3
3040,598555,3,4
1440,555000,5,2
2678,546200,3,3
3000,540000,5,4
1920,535000,2,2
960,530000,5,2
1315,530000,3,1
900,525000,4,2
1480,513000,5,1
850,511718,5,4
2540,489950,3,3
4750,487000,2,3
1210,485000,3,4
1220,483000,1,4
1110,472000,2,2
730,465000,3,2
1660,460000,1,3
2480,450000,2,3
2660,447000,2,3
750,440000,5,4
2530,435000,2,3
2452,430000,1,2
1510,420000,1,1
2010,415000,4,4
1330,400000,4,4
2330,390000,4,4
1340,387000,5,3
760,369900,4,2
840,361500,4,3
1060,360000,2,3
1550,360000,2,3
860,355000,2,2
2180,350000,3,3
1290,339950,2,1
1990,334500,4,1
1320,333500,1,4
2050,331500,3,1
1290,331000,2,2
2500,330000,2,4
1330,325250,5,3
1940,322500,4,1
2620,321500,3,4
1460,315000,4,3
880,315000,3,2
720,315000,2,2
1880,315000,1,2
720,314000,2,1
1646,307500,2,2
1390,306500,5,2
1570,299990,1,3
1190,299000,3,2
2350,299000,5,3
890,289000,1,4
1160,289000,5,3
2250,287500,4,3
1220,280500,4,2
1340,279950,3,4
2060,278000,2,3
1060,275000,2,1
1230,275000,5,2
3030,274975,4,2
1840,268000,1,3
2110,260000,2,1
1990,246000,3,3
1620,218000,3,2
1210,212000,2,4
1470,210000,5,1
910,182500,5,4
1910,175000,4,4
1310,170000,3,3
970,155000,4,3
1220,135000,2,3
1260,120000,1,2
3220,1580000,5,3
2370,1500000,4,4
3120,1420000,5,1
3520,1400000,2,3
2780,1250000,3,4
2590,1230000,2,3
2780,1090000,1,4
1940,1010000,3,3
2370,943500,4,4
1650,940000,5,1
1800,935000,1,4
2080,879000,5,3
2790,865000,5,1
3300,849990,2,1
2880,845000,5,3
1750,840000,1,2
2140,830000,2,2
3230,825000,2,3
1790,817000,5,1
1400,815000,5,4
1260,769950,3,1
3190,765000,4,2
4040,760000,2,2
1960,759000,1,3
3010,750000,2,4
2440,749500,5,4
2960,740000,5,2
2880,710000,3,1
1390,695000,2,1
1570,685000,3,4
2550,669888,2,3
2740,630000,4,1
3200,618000,2,3
2480,599000,2,3
2320,575000,5,1
1400,550000,1,2
2090,550000,3,4
2550,547500,5,3
3550,545000,2,3
1210,532500,3,4
1860,526500,4,3
2160,520000,3,3
1040,520000,1,3
1060,515000,3,2
1420,492000,1,1
1670,490000,5,4
1000,484950,5,3
820,483000,1,3
2520,480000,4,2
1630,476000,3,2
1280,473000,2,1
1410,460000,4,4
850,450000,1,2
1340,450000,2,4
930,445000,1,2
1710,439000,5,4
2320,436300,1,4
1380,435000,5,3
1470,430000,5,1
1360,429000,5,3
3160,427500,5,4
1330,424000,5,1
1290,420000,1,3
2150,415000,5,1
1690,400000,2,2
960,400000,4,1
1420,399000,1,3
1480,397500,2,3
1030,397380,1,3
1440,391265,2,2
1510,390000,5,3
2420,389000,2,1
1710,372000,1,4
1620,370000,1,1
2050,369950,2,2
1010,355000,2,2
800,353500,1,3
1330,352800,3,4
1220,350000,3,3
2390,350000,2,3
1800,349000,5,2
640,340000,2,2
830,340000,2,2
2070,337500,4,4
1280,330000,4,3
2290,328500,2,2
1940,324000,3,4
1400,322000,3,2
1210,320000,2,4
1290,315000,4,3
1180,313000,3,4
1260,312000,3,2
1250,309500,3,1
1080,308000,2,1
1460,299950,1,3
750,292500,2,2
1090,290000,4,3
1460,290000,4,4
2770,285000,3,1
1820,277500,4,3
1450,275000,5,1
1936,274900,1,2
1510,270000,3,3
1590,259000,3,3
1100,255000,5,2
1040,247300,2,3
1020,246000,2,2
1360,245000,2,2
1500,240000,2,3
740,235000,1,4
1050,230000,1,4
1730,226450,3,1
970,217000,5,4
1100,209950,4,2
1050,206000,3,3
1060,202950,3,4
760,159995,4,1
3140,2250000,2,4
3320,1700000,5,4
2260,1430000,5,2
2470,1380000,2,3
2810,1170000,3,4
2990,1060000,3,4
4180,1040000,1,1
2160,979700,1,2
4100,950000,5,4
1620,922000,4,2
1530,880000,3,2
2710,865000,3,4
1820,815000,1,4
2550,810000,2,4
3360,795127,1,4
1340,770000,1,1
1530,740000,3,2
2170,738000,4,1
2660,695000,5,4
2020,680000,2,3
1080,659950,5,1
1880,653000,3,3
1240,650000,2,4
3010,650000,2,4
1760,645000,3,2
3220,630000,2,2
900,625000,5,2
1220,610000,4,3
1640,608000,3,4
1350,600000,1,1
1280,595000,2,3
1330,590000,1,3
2310,588000,4,2
1380,572500,3,1
1790,568000,3,1
1280,552000,1,1
1450,550000,3,4
2250,549000,3,1
2620,535000,1,3
1290,529219,2,2
2230,524500,5,4
1860,510000,4,2
2790,495000,1,3
1230,495000,1,1
1840,481500,2,2
2450,480000,1,4
2520,470000,2,4
1990,467000,2,3
1420,465000,1,1
1060,465000,3,4
1180,455000,2,1
1260,452000,1,2
2280,450000,2,3
1420,436000,3,2
2190,435000,4,1
1180,410000,2,1
1140,400000,2,4
1360,399000,5,3
1610,393000,2,3
1060,390000,4,4
1940,389500,4,2
1210,387000,3,4
710,385195,3,4
1480,376000,5,2
2290,359950,1,1
1350,355000,3,4
2100,344000,3,1
1260,342000,5,3
2630,340000,2,2
1100,329922,5,1
2040,325900,4,4
1490,325000,3,4
1380,322000,5,1
1950,315000,5,4
1580,308000,1,1
1410,299950,1,4
1730,299000,5,3
1430,297000,5,4
1060,294000,1,3
1190,290000,3,2
1190,276693,5,2
1780,272450,4,4
1390,270000,1,2
1480,246950,1,2
1020,245000,5,4
1230,240000,2,2
1400,231200,5,2
1260,221000,5,3
1210,205000,5,4
2170,195000,3,4
1090,152500,4,4
840,96500,5,1
3230,2950000,2,2
2910,1790000,1,4
2800,1470000,1,4
2900,1340000,3,4
2640,1220000,1,1
2410,1200000,1,3
1940,1100000,1,4
1550,1050000,2,2
2080,999000,5,4
2700,935100,3,3
3620,856000,3,2
1460,845000,3,2
1560,820000,5,4
2080,813000,1,3
2840,790000,3,1
3560,770000,1,3
2540,759990,5,3
1130,759000,5,3
3210,750000,1,2
1490,704000,4,2
2440,700000,2,1
2790,685100,5,3
1710,685000,3,4
1780,679000,2,3
1240,675000,3,3
2380,669950,5,1
1340,622000,1,2
1710,613000,4,1
1560,598500,1,2
1220,580000,3,2
1420,580000,2,4
980,579500,2,2
830,579100,1,3
1990,569900,4,1
1170,564000,1,4
1020,538000,3,2
1640,537250,4,1
1160,513000,3,4
1090,490000,4,4
1820,488500,1,2
820,478000,4,4
1580,465000,5,3
1260,459000,4,4
1040,450000,4,1
2710,450000,4,1
1440,447000,2,4
1210,445000,2,2
1260,430000,3,3
1710,415000,1,1
1700,407000,5,4
1270,404500,5,1
1350,395000,3,2
2510,395000,5,1
1580,375000,4,2
970,345000,5,4
1110,345000,2,1
2510,340500,2,3
800,339950,4,4
1320,330000,1,2
1100,325000,5,1
1250,315000,4,3
840,306500,4,2
2530,299250,4,3
1400,294000,2,3
760,289950,5,3
1560,280000,5,3
1000,275000,5,2
1390,270000,1,1
880,268950,5,1
1190,260000,4,3
1130,258000,3,2
1470,250000,1,1
1470,249900,4,2
1630,236000,5,4
2180,230000,3,2
1020,230000,5,4
1460,225000,4,4
830,225000,5,2
1230,220000,5,3
860,219900,5,4
1280,214950,1,4
1390,194250,3,2
1340,192000,5,1
650,134000,2,4
760,110000,1,1
3090,1450000,2,2
1940,1400000,5,3
2000,1350000,4,4
3860,903000,2,1
1580,889000,3,4
2290,753000,2,4
1540,730000,3,2
1670,730000,5,2
1120,655000,5,4
1240,635000,1,2
2885,605000,1,3
2024,575000,4,4
1600,569950,5,1
2620,565000,3,2
1190,556000,4,4
2060,543000,3,3
1480,520000,4,4
2100,515000,4,2
1578,499000,1,4
2460,495000,5,1
1610,490000,3,1
1340,485000,2,3
2480,475000,2,4
1530,474950,1,2
1310,470000,3,3
1050,457000,3,2
1480,427500,4,4
1310,415900,1,4
840,401000,1,2
1350,400000,5,3
1300,380000,3,1
2420,370000,3,3
2542,359950,2,1
1070,340000,4,1
2475,335900,2,1
1560,285000,2,4
1160,270000,1,4
1730,249950,4,2
1100,230000,5,1
1460,150000,4,1
3560,1750000,2,3
2990,644500,2,3
1740,399000,4,2
1250,353000,2,1
1390,350000,3,1
1610,825000,5,4
4500,1520000,5,3
5710,930000,2,4
1550,825000,4,3
1750,772000,5,3
1530,750500,1,1
2145,734000,4,2
2900,720000,3,3
2510,699950,4,4
1640,697000,3,4
2820,690000,5,1
1270,685000,4,3
2590,674750,1,3
2780,666000,1,3
1570,660000,1,3
1500,650000,5,2
2850,637000,5,1
2670,612000,1,3
3220,605000,3,4
1340,599950,3,3
1650,599000,4,4
1190,585000,4,4
1420,555000,1,4
1340,550000,3,2
1040,549900,2,1
1090,508000,3,1
2730,500000,5,3
1100,495000,5,4
1730,480000,4,1
2080,480000,4,3
1160,478000,3,2
1480,465000,2,2
1320,455000,4,2
2190,452000,5,3
1530,447500,1,3
2130,435000,5,4
1290,435000,2,3
1660,431000,4,4
2350,426950,2,4
1260,425000,1,1
2655,409950,2,4
1400,399950,2,2
1350,398500,3,4
1950,395000,3,4
1050,379900,2,3
1050,375000,1,1
2100,370000,2,2
1110,369950,4,3
700,365000,2,1
800,363000,4,4
3200,337000,3,2
1750,334000,2,4
1120,316000,1,3
1010,313000,5,3
2660,305000,3,3
1320,296000,4,3
1300,295000,3,1
1950,292000,3,3
1560,290000,4,1
1110,277500,3,4
700,265000,2,2
1180,265000,4,4
1600,257700,5,4
1040,253000,2,4
1620,250000,5,1
800,250000,3,3
1670,249950,4,3
1470,244000,1,2
810,238950,5,1
1250,235000,4,2
1710,233000,5,2
1230,210000,5,3
790,189000,1,3
1070,164000,5,1
2560,1050000,3,2
1800,952000,1,1
3140,925850,3,4
3560,922755,3,2
3940,857326,1,2
3370,825000,4,2
1790,800000,4,2
1260,715000,2,2
1560,690000,3,4
1550,665000,4,4
2280,660000,3,4
2990,632925,2,1
1100,611000,3,3
2060,560000,1,4
1650,550000,3,4
1657,546000,4,1
3250,530000,2,2
980,511000,4,4
1260,509000,2,1
1250,502000,5,1
3010,500000,1,4
1890,495000,2,2
1470,481000,4,3
1530,475000,2,4
840,457500,3,1
2400,456500,2,3
1270,449500,3,2
1720,445000,4,3
1330,435000,3,2
2740,429900,5,1
1620,425000,2,1
2280,410000,4,4
2090,405000,1,1
1120,400000,4,1
1830,398000,1,3
1710,397000,4,4
2300,392000,1,3
1130,390000,4,2
1270,390000,4,2
1760,382495,3,1
1110,380950,1,3
1290,380000,2,1
980,380000,3,2
850,378500,1,1
1360,355000,3,2
3020,354000,3,4
930,350000,2,4
1190,349000,5,2
960,345000,3,3
2140,340000,1,1
720,339888,3,4
1160,325000,1,3
1550,300000,3,3
1880,299500,2,3
520,295000,3,3
1380,295000,2,2
960,294000,1,3
1550,291000,4,4
1360,290000,3,1
1580,289000,2,2
2050,280000,2,3
1480,275000,1,2
1210,274900,2,3
1880,272000,4,2
1397,257000,3,1
1000,241000,3,1
1980,239000,5,2
1650,238000,5,4
1250,235000,1,3
1510,230000,3,2
940,225000,4,2
840,151100,4,4
3480,1850000,3,3
2550,1300000,5,1
2040,1070000,3,3
1920,986000,4,4
4030,929000,4,2
3210,924000,5,4
3050,865000,1,2
1640,850000,3,4
1400,850000,3,3
2390,832500,5,1
2140,799000,5,3
1390,741000,5,2
2190,740000,1,3
2270,732350,4,3
4070,710000,5,1
2450,682000,2,4
1230,650000,3,1
1740,650000,5,2
2980,649000,2,1
4100,635000,4,3
2270,631000,2,2
1740,616000,4,3
1330,599000,5,4
920,585000,4,2
1870,580000,5,3
3550,575000,4,3
2270,575000,2,3
2280,560000,3,4
1560,544300,4,1
2990,525000,4,3
1440,520000,2,4
2260,512500,3,4
1870,503000,4,4
1910,496600,4,1
2220,475000,4,2
1890,462000,3,3
2430,443000,3,3
960,435000,5,2
2360,435000,1,4
1190,415000,1,4
890,409000,2,4
1520,405000,2,3
1310,398000,2,1
1250,385000,1,1
1100,373000,4,4
1800,372000,3,3
1590,365000,2,2
990,365000,4,1
850,355000,1,3
1160,350000,3,2
1070,349170,2,4
670,340000,4,3
750,320000,2,1
1750,319450,2,4
1780,311000,2,3
840,308500,2,4
1350,305000,2,2
1600,302000,2,3
970,300000,3,2
2240,300000,4,1
1210,300000,4,2
1330,290000,4,2
1390,290000,4,3
1500,290000,2,3
1170,286285,5,4
1310,280000,4,1
1420,269900,5,3
1560,239950,2,4
1360,239000,5,1
1690,235000,3,4
1250,200000,2,2
1340,199950,2,3
1520,198500,4,1
1010,194000,1,4
1190,166950,5,2
730,140000,2,2
860,82000,4,1
2180,2050000,3,1
2620,1880000,1,2
5550,1500000,2,2
2910,1430000,4,2
3530,1280000,5,4
3890,1100000,5,3
3740,1080000,2,2
2440,1010000,2,1
2720,985000,4,1
1750,926500,5,1
2630,778000,5,1
2010,774000,5,1
2470,735000,1,4
1230,716500,3,4
1480,685000,1,1
2420,684000,2,4
1990,680000,5,4
2410,635000,3,3
1390,610000,2,3
2260,608700,3,2
910,605125,2,1
2520,575000,1,4
1350,560000,5,1
1050,555000,2,3
1960,552321,1,2
1890,550000,4,3
1930,515000,3,2
1040,515000,4,1
2110,500000,3,4
1070,481500,2,4
1080,473600,1,1
1510,465000,1,4
1420,465000,2,3
1430,465000,1,4
1750,445000,4,1
2120,437500,5,2
1920,432000,5,1
1310,428950,2,2
1060,420000,2,1
2280,416500,2,3
1030,410000,1,3
1590,395000,1,4
960,390000,4,1
1190,390000,5,2
1640,375000,4,4
1410,375000,1,1
2689,368000,3,2
2390,360000,5,1
2570,355000,4,1
1780,353000,1,2
1410,345000,2,3
2020,345000,4,2
1000,343000,2,2
910,338000,3,4
1820,331500,4,1
1130,328000,3,1
1340,320000,1,1
700,315000,2,3
1010,310000,3,4
1500,308625,4,4
890,302000,2,2
1260,300000,1,2
1580,299950,5,2
1160,285000,4,3
1650,282500,5,2
880,280000,5,4
1400,274000,5,2
1420,245000,2,1
1470,230000,5,2
710,216500,5,3
1380,215500,2,1
1080,203000,5,4
1120,195700,2,2
1190,195000,5,3
950,193000,1,3
1280,175000,4,1
830,160000,4,1
980,144000,4,3
3580,1680000,5,1
2660,1240000,4,4
4340,1190000,2,1
4270,1160000,4,2
2790,982000,5,4
3720,980000,3,2
1220,875000,5,1
1930,875000,5,3
3460,855000,4,4
3020,808100,5,4
2900,799950,2,3
2640,790000,1,2
2930,785000,5,2
3270,785000,2,1
2100,740000,2,4
2570,715000,1,3
1550,707500,2,1
1860,697000,5,1
2290,660000,3,4
1270,655000,5,3
1530,650000,5,1
3340,645000,3,3
3440,616000,1,2
1920,614000,3,2
1510,599950,5,3
2380,590000,5,4
2060,574000,3,1
1810,515000,3,1
2900,485000,3,4
2560,470950,3,4
2590,465000,4,3
1700,456000,2,2
1520,450000,2,2
1270,449000,2,3
3450,445000,2,3
2170,442500,4,3
1080,440000,3,3
2320,429950,5,3
1090,429000,4,2
1420,421000,3,2
2700,415000,3,2
1860,407185,2,1
1160,379770,4,3
1980,370000,5,3
2210,359950,4,2
1760,352950,3,3
2170,339950,3,4
1560,335000,3,4
1250,330000,5,4
2000,324360,1,4
2190,320000,3,1
1520,320000,4,1
720,295000,5,1
1390,290000,4,3
1340,290000,4,2
1600,287000,1,1
1400,279900,4,1
1940,278000,3,1
1010,275000,3,1
1390,267000,4,3
1140,255000,5,1
1330,248000,4,2
1010,245000,5,1
670,245000,4,1
1270,240000,5,2
1020,230000,1,3
1280,227000,4,2
1300,224500,1,4
720,217000,5,1
980,195000,1,4
1280,195000,4,2
1010,185000,2,4
960,179950,2,2
760,129000,4,4
3530,1610000,5,1
1040,450000,2,2
1310,325000,5,4
1870,313999,2,1
2242,310000,1,1
2470,607000,4,4
1550,373000,2,3
1590,346000,5,1
2610,2000000,4,3
6070,1570000,3,3
2190,1390000,5,3
2220,1260000,1,3
2530,1250000,1,2
1870,1240000,2,4
2620,1200000,4,4
2500,1150000,2,3
1780,1080000,4,3
2610,1030000,3,1
1820,1010000,5,1
2460,959750,5,3
1490,898000,5,1
1370,830000,4,1
780,824000,1,3
3040,725000,3,4
1640,720000,4,2
1720,713500,2,4
2100,700000,1,2
1090,700000,4,4
1210,640000,2,4
970,600000,5,2
2710,600000,2,4
1840,593000,1,3
2320,580500,4,2
2040,575000,2,3
1370,545000,4,4
1090,535000,1,3
1440,523000,5,4
1730,521000,2,3
2280,520000,4,4
1430,520000,2,1
1550,510000,5,4
